PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
2094200002,20942000,33.89683,91,2,,,,,,,,,,5,3,2,,1949,700,,1,1,2,,2,,1,,,7,3,22,,0,0,0,0,0,12,0,0,0,0,0,,,,23,52,,1,2,0,0,0,0,0,0,0,0,0,0,0,17545.36,0,0,0,0,0,10,1,1
2094200003,20942000,33.89683,65,2,,,2094200001,,,,,,,2,1,2,,1972,700,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,85,,21,38,13,1,2,46640.01,35438.41,0,0,14483.48,0,0,0,0,0,0,14503.18,0,0,0,0,0,10,1,1
2094210001,20942100,49.4751,76,1,,,2094210002,,,,,,,2,1,2,,1973,700,,2,3,2,,2,,,,,1,3,93,40,12,0,0,0,0,0,0,0,0,0,0,,33,,14,53,15,1,2,15631.56,12544.72,0,0,4842.66,0,0,0,0,0,0,14338.84,0,0,0,0,0,10,1,1
2094210002,20942100,49.4751,69,2,,,2094210001,,,,,,,2,1,2,,1965,600,3,2,3,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,18,33,,1,2,0,0,0,0,0,0,0,0,0,0,0,7962.12,0,0,0,0,0,10,1,1
2094220001,20942200,43.48561,76,1,,,2094220002,,,,,,,2,1,2,,1965,700,3,1,3,1,6,2,,1,,,7,2,26,,0,0,0,0,0,12,0,0,0,0,0,,,,24,,,,,0,0,0,0,0,0,0,0,0,0,0,16702.92,0,0,0,0,0,10,1,1
2094220002,20942200,43.48561,70,2,,,2094220001,,,,,,,2,1,2,,1967,700,3,1,3,2,,2,,1,,,7,3,23,,0,6,0,0,0,6,0,0,0,0,0,,,,24,,,1,2,13237.07,10237.4,0,0,5272.53,0,0,0,0,0,0,15500.65,0,0,0,0,0,10,1,1
2094240001,20942400,63.64599,78,1,,,2094240002,,,,,,,2,1,2,,1960,700,3,1,3,2,,2,,1,,,7,3,96,,0,0,0,0,0,12,0,0,0,0,0,,,,24,49,,1,2,16454.53,13145.62,0,0,5097.61,0,0,0,0,0,0,17089.08,0,0,0,0,0,10,1,1
2094240002,20942400,63.64599,76,2,,,2094240001,,,,,,,2,1,2,,1961,700,,1,2,2,,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,23,37,,1,2,0,0,0,0,0,0,0,0,0,0,0,14138.52,0,0,0,0,0,10,1,1
2094250001,20942500,22.14813,79,1,,,2094250002,,,,,,,2,1,2,,1953,300,3,2,3,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,20,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,11564.76,0,0,0,0,0,10,1,1
2094250002,20942500,22.14813,73,2,,,2094250001,,,,,,,2,1,2,,1956,200,3,2,3,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,21,36,,1,2,0,0,0,0,0,0,0,0,0,0,0,7334.28,0,0,0,0,0,10,1,1
2094260001,20942600,61.27258,84,1,,,2094260002,,,,,,,2,1,2,,1970,700,4,2,2,2,,2,,1,,,7,3,26,,0,0,0,0,0,12,0,0,0,0,0,,,,26,43,,1,2,0,0,0,0,0,0,0,0,0,0,0,14245.68,0,0,0,0,0,10,1,1
2094260002,20942600,61.27258,77,2,,,2094260001,,,,,,,2,1,2,,1958,400,3,2,3,2,,2,,1,,,7,3,12,,0,0,0,0,0,12,0,0,0,0,0,,,,18,37,,1,1,0,0,0,0,0,0,0,0,0,0,0,12966,0,0,0,0,0,10,1,1
2094280001,20942800,70.27465,59,1,,,2094280002,,,,,,,2,1,2,,1981,600,,2,3,2,,2,,1,2,,5,3,51,,0,0,0,0,12,0,0,0,0,0,0,,,,20,30,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094280002,20942800,70.27465,54,2,,,2094280001,,,,,,,2,1,2,,1981,600,3,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,46,,21,24,13,1,2,24231.16,19200,0,0,7074.3,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094310001,20943100,98.21029,65,2,,,,,,,,,,4,3,2,,1971,600,2,2,3,1,2,2,,1,,,7,3,26,,0,0,0,0,0,12,0,0,0,0,0,,,,17,38,,1,2,0,0,0,0,0,0,0,0,0,0,0,10599.36,0,0,0,0,0,10,1,1
2094320001,20943200,187.87174,41,2,,,2094320004,,,,,,,2,1,2,,2001,700,2,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,46,,19,21,13,1,1,99191.49,75724.22,240,0,30492.13,0,0,0,0,0,0,0,0,387.31,305.97,0,0,10,1,1
2094320002,20943200,187.87174,15,1,2094320004,2094320001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
2094320003,20943200,187.87174,9,1,2094320004,2094320001,,,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
2094320004,20943200,187.87174,42,1,,,2094320001,,,,,,,2,1,2,,1991,600,2,2,3,2,,2,,,,,1,3,54,40,12,0,0,0,0,0,0,0,0,0,0,,64,,23,18,13,1,2,34193.75,26354.31,240,0,10593.22,0,0,0,0,0,0,0,0,839.07,680.56,0,0,10,1,1
2094350001,20943500,241.16305,43,2,,,,,,,,,,1,3,2,,1993,600,2,2,3,2,,2,,,,,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,,84,,22,20,13,1,2,58150.34,44152.46,0,0,18218.85,0,0,0,0,0,0,0,0,665.27,542.04,10830.87,0,10,1,1
2094400001,20944000,36.5653,81,1,,,2094400002,,,,,,,2,1,2,,1966,600,3,2,2,2,,2,,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,22,48,,1,1,0,0,0,0,0,0,0,0,0,0,0,14357.64,0,0,0,0,0,10,1,1
2094400002,20944000,36.5653,78,2,,,2094400001,,,,,,,2,1,2,,1958,600,,2,2,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,22,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,8551.56,0,0,0,0,0,10,1,1
2094400003,20944000,36.5653,47,2,2094400001,2094400002,,,,,,,,5,3,2,,1980,200,,1,2,2,,2,,1,2,,8,3,95,,0,0,0,0,0,0,12,0,0,0,0,,,,25,2,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7048.92,0,10,1,1
2094410001,20944100,31.77274,82,1,,,2094410002,,,,,,,2,1,2,,1946,200,4,1,2,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,19,47,,1,2,0,0,0,0,0,0,0,0,0,0,0,9779.16,0,0,0,0,0,10,1,1
2094410002,20944100,31.77274,81,2,,,2094410001,,,,,,,2,1,2,,1944,100,4,1,1,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,17,42,,1,2,0,0,0,0,0,0,0,0,0,0,0,10192.2,0,0,0,0,0,10,1,1
2094420001,20944200,57.49918,86,1,,,,,,,,,,4,3,2,,,0,5,1,1,2,,2,,1,,,7,3,96,,0,0,0,0,0,12,0,0,0,0,0,,,,16,43,,1,2,0,0,0,0,0,0,0,0,0,0,0,10950.12,0,0,0,0,0,10,1,1
2094420002,20944200,57.49918,74,2,,,,,,,,,,4,3,2,,1956,200,4,1,2,2,,2,,1,,,7,3,81,,0,0,0,0,0,12,0,0,0,0,0,,,,18,44,,1,2,0,0,0,0,0,0,0,0,0,0,0,7057.08,1395.24,0,0,0,0,10,1,1
2094430001,20944300,145.60135,89,1,,,,,,,,,,4,3,2,,1950,600,5,2,2,2,,2,,1,,,7,3,11,,0,0,0,0,0,12,0,0,0,0,0,,,,16,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,15469.8,904.8,0,0,0,0,10,1,1
2094450001,20944500,52.59607,78,2,,,2094450002,,,,,,,2,1,2,,1959,400,3,1,3,2,,2,,1,,,7,3,33,,0,0,0,0,0,12,0,0,0,0,0,,,,18,37,,1,2,0,0,0,0,0,0,0,0,0,0,0,10124.16,0,0,0,0,0,10,1,1
2094450002,20944500,52.59607,76,1,,,2094450001,,,,,,,2,1,2,,1962,400,3,2,3,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,21,41,,1,1,0,0,0,0,0,0,0,0,0,0,0,19159.44,0,0,0,0,0,10,1,1
2094470001,20944700,80.3737,52,1,,,2094470002,,,,,,,2,1,2,,1988,400,3,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,41,,17,34,12,1,2,20873.27,16800,120,0,6039.98,0,0,0,0,0,0,0,0,213.28,179.07,0,0,10,1,1
2094470002,20944700,80.3737,46,2,,,2094470001,,,,,,,2,1,2,,1993,800,3,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,25,18,13,1,2,76305.5,57992,0,0,23639.44,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094520001,20945200,115.53812,60,1,,,2094520002,,,,,,,2,1,2,,1982,700,,,,,,,,,,,1,3,,40,12,0,0,0,0,0,0,0,0,0,0,,,,,,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094520002,20945200,115.53812,57,2,,,2094520001,,,,,,,2,1,2,,1981,600,2,2,3,2,,2,,,,,1,3,26,40,12,0,0,0,0,0,0,0,0,0,0,,84,,27,30,8,1,2,61620,56074.21,0,0,19089.86,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094520003,20945200,115.53812,27,2,2094520001,2094520002,,,,,,,,1,3,2,,2014,700,2,2,3,2,,2,,,,,1,3,24,40,8,0,0,0,0,0,0,4,0,0,0,,79,,25,1,11,1,2,22816.15,17428.7,0,0,7068.44,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094600001,20946000,77.97352,26,2,,,,,,,,,,1,3,1,70,2012,600,2,2,3,2,,2,,2,1,2,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,29988.54,22980.4,0,0,9408.06,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094620001,20946200,58.02222,76,2,,,,,,,,,,4,3,2,,1956,300,4,1,1,2,,2,,1,,,7,3,51,,0,0,0,0,0,12,0,0,0,0,0,,,,16,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,9454.2,1050.36,0,0,0,0,10,1,1
2094620002,20946200,58.02222,43,2,,2094620001,,,,,,,,5,3,2,,1990,600,2,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,18,24,13,1,2,24450.11,19162.6,0,0,7574.66,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094620004,20946200,58.02222,19,1,,2094620002,,,,,,,,1,3,1,34,2012,200,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,2415.44,2038.05,0,0,748.3,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094640001,20946400,69.59561,65,2,,,,,,,,,,1,3,2,,1972,700,2,2,3,2,,2,,,,,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,,91,,23,42,13,1,1,60000.83,48000,600,0,15224.35,0,0,0,0,0,0,14587.38,0,0,0,0,0,10,1,1
2094680001,20946800,179.04443,80,2,,,,,,,,,,4,3,2,,1949,100,3,1,2,2,,2,,1,,,7,3,61,,0,0,0,0,0,12,0,0,0,0,0,,,,17,38,,1,2,0,0,0,0,0,0,0,0,0,0,0,10083.48,1097.16,0,0,0,0,10,1,1
2094700001,20947000,214.36166,34,2,,,2094700006,,,,,,,2,1,2,,1999,344,3,2,3,2,,2,,,,,1,3,32,40,12,0,0,0,0,0,0,0,0,0,0,,86,,16,14,13,1,2,16253.89,13800,0,0,4426.33,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094700004,20947000,214.36166,12,1,2094700006,2094700001,,,20,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
2094700005,20947000,214.36166,6,2,2094700006,2094700001,,40,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
2094700006,20947000,214.36166,34,1,,,2094700001,,,,,,,2,1,2,,2000,600,3,2,3,2,,2,,,,,1,3,21,60,12,0,0,0,0,0,0,0,0,0,0,,71,,19,14,4,1,2,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094710001,20947100,511.61973,33,2,,,,,,,,,,5,3,2,,2004,600,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,64,,23,9,13,1,2,34185.68,26204.46,0,0,10506.41,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094710002,20947100,511.61973,7,2,,2094710001,,45,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
2094740001,20947400,161.80122,27,1,2094740002,2094740003,,,,,,,,1,3,1,70,2012,600,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094740002,20947400,161.80122,66,1,,,2094740003,,,,,,,2,1,2,,1972,700,,2,3,2,,2,,,,,1,3,26,40,12,0,0,0,0,0,0,0,0,0,0,,35,,18,48,13,1,1,49825.52,37867.22,0,0,15435.94,0,0,0,0,0,0,17151.6,0,0,0,0,0,10,1,1
2094740003,20947400,161.80122,60,2,,,2094740002,,,,,,,2,1,2,,1979,700,3,2,3,1,2,2,,,,,1,3,25,40,12,0,0,0,0,0,0,0,0,0,0,,35,,24,36,13,1,2,30585.56,23461.86,0,0,9475.4,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
2094790001,20947900,117.80437,34,1,2094790002,2094790003,,,,,,,,1,3,2,,1998,450,,,,,,,,,,,3,1,,40,0,0,12,0,0,0,0,0,0,0,0,,,,,,4,,,6506.82,5768.74,0,0,2041.51,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094790002,20947900,117.80437,61,1,,,2094790003,,,,,,,2,1,2,,1978,300,3,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,36,,18,33,13,1,2,43027.26,32700.81,0,0,13329.84,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094790003,20947900,117.80437,59,2,,,2094790002,,,,,,,2,1,2,,1983,300,,1,2,2,,2,,,,,1,3,81,40,12,0,0,0,0,0,0,0,0,0,0,,31,,18,35,13,1,2,17768.45,14070.96,0,0,5550.42,0,0,0,0,0,0,0,0,1722.67,1391.67,0,0,2,2,1
2094800001,20948000,109.07387,67,1,,,2094800002,,,,,,,2,1,2,,1968,400,3,1,3,2,,2,,1,,,7,3,11,,0,0,0,0,0,7,5,0,0,0,0,,,,18,43,,1,1,0,0,0,0,0,0,0,0,0,0,0,11446.8,0,0,0,0,0,2,2,1
2094800002,20948000,109.07387,65,2,,,2094800001,,,,,,,2,1,2,,1971,600,3,1,2,2,,2,,1,,,7,3,24,,0,0,0,0,0,7,5,0,0,0,0,,,,22,37,,1,2,0,0,0,0,0,0,0,0,0,0,0,6803.04,0,0,0,0,0,2,2,1
2094800003,20948000,109.07387,32,2,2094800001,2094800002,,,,,,,,3,3,2,,2004,600,,2,3,2,,2,,1,1,1,5,3,24,,0,0,0,0,12,0,0,0,0,0,0,,,,22,5,,1,2,0,0,0,0,0,0,0,0,0,2121.44,2121.44,0,0,0,0,0,0,2,2,1
2094810001,20948100,208.01441,38,1,,,,,,,,,,5,3,2,,1992,300,2,2,3,2,,2,,,,,1,3,72,40,9,3,0,0,0,0,0,0,0,0,0,,25,,18,19,9,1,2,14532.79,13200,0,0,2759.95,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094810002,20948100,208.01441,31,1,,,,,,,,,,1,3,2,,1999,344,2,2,3,2,,2,,,,,1,3,93,40,7,0,0,0,5,0,0,0,0,0,0,,33,,19,3,6,1,2,10600.44,9600,0,0,1791.45,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094820001,20948200,290.02215,37,2,,,2094820002,,,,,,,2,1,2,,2002,700,2,2,3,2,,2,,,,,1,3,22,35,12,0,0,0,0,0,0,0,0,0,0,,86,,24,,13,1,2,61706.03,46918.49,0,0,19116.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094820002,20948200,290.02215,52,1,,,2094820001,,,,,,,2,1,2,,1990,700,2,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,24,15,13,1,2,77642.97,59099.11,0,0,24196.43,0,460.53,350.08,0,0,0,0,0,0,0,0,0,2,2,1
2094820003,20948200,290.02215,5,2,2094820002,2094820001,,35,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2094840001,20948400,242.1625,41,2,,,2094840004,,,,,,,2,1,2,,2008,700,2,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,10,,21,20,13,1,1,22637.02,17890.98,600,0,7142.76,620,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094840002,20948400,242.1625,16,1,2094840004,2094840001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2094840003,20948400,242.1625,14,2,2094840004,2094840001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2094840004,20948400,242.1625,44,1,,,2094840001,,,,,,,2,1,2,,2001,600,,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,85,,25,19,13,2,1,59787.22,45708.37,0,0,18522.06,1020,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094880001,20948800,59.04991,77,2,,,2094880002,,,,,,,2,1,2,,1957,400,3,2,3,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,19,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,10806.84,0,0,0,0,0,2,2,1
2094880002,20948800,59.04991,75,1,,,2094880001,,,,,,,2,1,2,,1960,600,3,2,3,2,,2,,1,,,7,3,13,,0,0,0,0,0,12,0,0,0,0,0,,,,18,38,,1,2,0,0,0,0,0,0,0,0,0,0,0,11249.76,0,0,0,0,0,2,2,1
2094890001,20948900,39.54062,81,2,,,2094890002,,,,,,,2,1,2,,1956,700,3,2,3,2,,2,,1,,,7,3,34,,0,0,0,0,0,12,0,0,0,0,0,,,,22,38,,1,2,0,0,0,0,0,0,0,0,0,0,0,34344.74,0,0,0,0,0,2,2,1
2094890002,20948900,39.54062,82,1,,,2094890001,,,,,,,2,1,2,,1957,700,3,1,2,2,,2,,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,23,38,,1,2,0,0,0,0,0,0,0,0,0,0,0,10375.92,0,0,0,0,0,2,2,1
2094890003,20948900,39.54062,41,2,2094890002,2094890001,,,,,,,,5,3,2,,1995,600,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,93,,22,18,11,1,2,29898.14,23179.72,0,0,9515.74,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094890004,20948900,39.54062,16,1,,2094890003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2094890005,20948900,39.54062,3,1,,2094890003,,35,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2094900001,20949000,196.29659,86,2,,,,,,,,,,4,3,2,,1946,400,4,1,1,2,,2,,1,,,7,3,53,,0,0,0,0,0,12,0,0,0,0,0,,,,16,10,,1,2,0,0,0,0,0,0,0,0,0,0,0,4278,1149.96,0,0,0,0,2,2,1
2094910001,20949100,181.21819,37,1,,,2094910002,,,,,,,2,2,2,,1993,300,,2,3,2,,1,1,1,2,,5,3,71,,5,0,0,0,7,0,0,0,0,0,0,,,,18,10,,1,2,8602.28,6865.07,0,0,2664.99,0,0,0,0,1885,1885,0,0,0,0,0,0,2,2,1
2094910002,20949100,181.21819,32,2,,,2094910001,,,,,,,2,2,2,,2001,354,3,2,3,1,6,1,1,,,,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,,86,,20,8,13,1,2,12383.5,10435.11,0,0,3836.41,0,0,0,0,0,0,0,0,332.28,273.35,0,0,2,2,1
2094910003,20949100,181.21819,13,1,2094910001,2094910002,,,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2094910004,20949100,181.21819,11,1,2094910001,2094910002,,,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2094920001,20949200,155.34337,72,1,,,2094920002,,,,,,,2,1,2,,1965,400,2,2,3,2,,2,,,,,1,3,74,40,12,0,0,0,0,0,0,0,0,0,0,20,23,,16,48,13,1,2,32622.99,25796.87,0,0,9284.09,0,0,0,0,0,0,20192.1,0,0,0,0,0,2,2,1
2094920002,20949200,155.34337,68,2,,,2094920001,,,,,,,2,1,2,,1963,300,3,2,3,2,,2,,,,,1,3,81,40,12,0,0,0,0,0,0,0,0,0,0,,14,,16,47,13,1,2,11472.31,9521.27,0,0,3458.91,0,0,0,0,0,0,11778.32,0,451.27,366.73,0,0,2,2,1
2094930001,20949300,148.48243,48,1,,,2094930002,,,,,,,2,1,2,,1986,300,3,2,3,2,,2,,,,,1,3,74,40,6,0,0,0,6,0,0,0,0,0,0,,45,,18,29,15,1,2,6360.49,5400,0,0,1743.44,0,0,0,0,3545.49,3545.49,0,0,0,0,0,0,2,2,1
2094930002,20949300,148.48243,48,2,,,2094930001,,,,,,,2,1,2,,1986,300,4,1,3,2,,1,1,,,,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,,86,,18,29,13,1,2,12088.15,9960,0,0,3726.39,0,0,0,0,0,0,0,0,255.77,221.04,0,0,2,2,1
2094940001,20949400,81.63097,72,2,,,,,,,,,,5,3,2,,1953,100,4,1,2,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,22,39,,1,2,0,0,0,0,0,0,0,0,0,0,0,10334.88,0,0,0,0,0,2,2,1
2094960001,20949600,87.46044,59,1,,,,,,,,,,5,3,2,,1978,700,2,2,3,2,,2,,,,,1,3,21,40,4,0,8,0,0,0,0,0,0,0,0,,71,,22,35,11,1,1,9345.21,7200,600,0,6051.15,0,12000,9894,0,0,0,0,0,0,0,0,0,2,2,1
2094970001,20949700,103.68103,62,1,,,2094970002,,,,,,,2,1,2,,1973,300,3,2,3,1,3,1,3,,,,1,3,83,50,12,0,0,0,0,0,0,0,0,0,0,,49,,16,43,12,1,2,35222.04,32000,0,0,5063.66,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094970002,20949700,103.68103,59,2,,,2094970001,,,,,,,2,1,2,,1974,400,3,2,3,2,,2,,,,,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,,23,,19,39,13,1,2,29591.7,22496.38,0,0,10162.55,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094970003,20949700,103.68103,27,1,2094970001,2094970002,,,,,,,,1,3,2,,2013,600,2,2,3,2,,2,,,,,1,3,73,40,12,0,0,0,0,0,0,0,0,0,0,,18,,21,1,13,1,2,24225.88,18818.55,0,0,7505.18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2094990001,20949900,34.49211,65,1,,,,,,,,,,3,3,2,,1967,300,3,2,3,2,,2,,,,,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,,46,,20,43,13,1,2,22776.79,17676.09,0,0,7083.52,0,0,0,0,0,0,9529.85,0,1470.47,1186.91,0,0,2,2,1
2094990002,20949900,34.49211,88,2,,,,,,,,,,4,3,2,,1941,200,,1,1,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,23,32,,1,2,0,0,0,0,0,0,0,0,0,0,0,8627.4,1388.64,0,0,0,0,2,2,1
2095000001,20950000,64.01996,66,1,,,2095000002,,,,,,,2,1,2,,1967,300,3,1,2,2,,2,,1,,,7,3,74,,0,0,0,0,0,12,0,0,0,0,0,,,,20,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2095000002,20950000,64.01996,65,2,,,2095000001,,,,,,,2,1,2,,1982,300,3,2,3,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,20,41,,1,2,2882.98,2575.78,0,0,620.3,0,0,0,0,0,0,8379.96,0,0,0,0,0,2,2,1
2095010001,20950100,48.03696,70,1,,,2095010002,,,,,,,2,1,2,,1967,400,3,1,2,2,,1,1,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,20,45,,1,1,0,0,0,0,0,0,0,0,0,0,0,13461,0,0,0,3897.12,0,2,2,1
2095010002,20950100,48.03696,67,2,,,2095010001,,,,,,,2,1,2,,1965,300,3,1,3,2,,1,1,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,19,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,9729.6,0,0,0,0,0,2,2,1
2095040001,20950400,79.42866,63,2,,,,,,,,,,3,3,2,,1976,700,3,2,3,2,,2,,1,,,7,3,13,,0,0,0,0,0,12,0,0,0,0,0,,,,21,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,10875.1,0,0,0,0,0,2,2,1
2095060001,20950600,153.61496,37,2,,,2095060003,,,,,,,2,1,2,,1999,600,2,2,3,2,,2,,1,1,1,5,3,42,,12,0,0,0,0,0,0,0,0,0,0,,,,20,,,1,2,33892.87,26400,0,0,10254.13,0,0,0,0,0,0,0,0,274.93,224.78,0,0,2,2,1
2095060003,20950600,153.61496,40,1,,,2095060001,,,,,,,2,1,2,,1994,600,2,2,3,2,,2,,,,,1,3,42,40,12,0,0,0,0,0,0,0,0,0,0,,64,,22,18,13,1,2,37132.43,30000,0,0,9794.62,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2095060004,20950600,153.61496,9,1,2095060003,2095060001,,,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
2095060005,20950600,153.61496,8,1,2095060003,2095060001,,,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
